is_urban,population_density,water_source,water_treatment,ph,avg_temperature_c,avg_rainfall_mm,avg_humidity_pct,flooding,Outbreak_Risk
0,291,2,3,7.42,29.8,363.4,93.8,0,1
0,350,0,0,7.48,28.5,637.5,93,1,1
0,198,4,3,6.83,21.7,30.8,41.4,1,1
0,223,4,0,8.34,13.4,18.7,37.6,0,0
0,461,0,3,7.91,39.4,19.5,46.5,0,1
0,409,5,3,7.98,30.1,246.9,86.5,0,1
1,1720,2,0,6.88,31.9,32.2,71.6,0,0
1,1488,0,1,7.62,23.9,35.2,47.9,0,1
0,486,6,2,7.6,33.3,93.6,60.2,0,1
0,160,1,3,6.83,41.6,48.9,35.5,0,1
0,231,1,3,7.19,21.5,35.5,67.6,0,1
0,182,4,0,6.56,37.4,391.8,84.2,0,1
1,10374,0,1,6.64,36,299.8,74.9,0,1
0,799,5,3,7.31,7.6,13.1,52.2,0,1
0,986,5,3,6.28,35.8,368.3,95.4,1,1
1,703,2,2,7.5,28.8,218.1,73.9,0,0
1,498,5,3,7.36,24.6,30.1,43,0,0
0,50,5,2,7.47,18.4,86.2,55.1,0,1
0,304,2,2,7.5,11.9,16.2,38.3,0,0
0,302,6,3,7.88,33.2,6.8,25.7,0,1
1,352,6,2,8.24,20.3,23.5,61.1,0,0
0,121,2,1,7.36,22.6,49,55.5,0,0
1,325,6,0,7.41,43.3,48.9,41.5,0,0
1,716,0,3,6.99,28.6,38.3,58.4,0,0
0,152,5,3,7.13,42.9,38.4,51.3,0,1
0,599,3,3,6.78,17.4,13.4,40.9,0,1
0,300,5,2,8.17,26.5,230.6,66.6,0,1
1,809,0,3,7.56,31.7,280.9,72.4,0,1
1,1360,2,0,7.67,28.8,45.4,53.2,0,0
0,92,1,3,6.9,12.3,27.8,52.2,0,1
0,65,4,2,6.78,27.6,819.4,89.5,0,1
0,433,5,3,7.01,29.2,181.5,72.3,0,1
1,392,5,2,8.28,31.1,12.6,50.3,0,0
1,637,1,3,7.24,30.1,320.8,71,0,1
1,11951,3,2,6.74,11.9,9,36.3,0,1
1,683,1,2,7.37,7.4,22.1,32.9,0,0
0,434,3,3,6.9,33.3,382.9,81,1,1
1,1302,5,2,7.47,22.8,79.2,68.7,0,0
0,379,5,3,7.54,32,342.7,84.9,0,1
1,130,5,3,6.5,34.4,271.6,85.2,0,1
0,1540,6,0,7.5,39.2,41.6,40.7,0,0
0,334,1,3,6.45,26.5,887.6,94.9,0,1
0,548,1,3,6.83,6.6,16.9,44.5,0,1
0,670,5,0,7.52,24.5,46.9,50.7,0,1
1,481,1,1,7.29,25.9,94.4,73.9,0,0
0,531,2,2,6.84,27,41.4,66,0,0
0,303,4,3,6.77,27.8,641.4,96.8,0,1
0,2150,1,3,7.84,25.5,128.7,72.9,0,1
0,303,5,3,7.02,27.7,24.3,49.6,0,1
1,739,0,1,6.91,33.3,37.5,37.4,0,0
0,422,3,3,7.85,33.5,72.2,55.2,0,1
0,41,2,3,6.78,31.6,595.2,82.9,0,1
1,1091,0,3,6.65,27.7,466.4,80.2,1,1
1,401,6,2,6.86,34.3,253.6,91.2,0,0
1,398,2,3,6.87,27.8,645.3,96.4,0,1
0,1310,5,3,7.16,35.4,438.5,94.9,0,1
0,796,2,0,7.51,22.9,63,64.5,0,0
0,293,2,0,6.8,35.7,52,36.2,0,1
0,503,4,3,7.27,27.3,513,88.1,1,1
0,1315,1,3,6.9,40.7,33.1,51.6,0,1
0,1642,5,2,7.37,27.5,81.7,64.2,1,1
0,1047,5,3,7.44,25.4,47.3,52.4,0,1
1,157,3,2,7.05,28.1,961.8,86.4,0,1
0,287,3,3,6.33,32.4,289.5,65.5,1,1
0,458,1,3,7.76,43.6,9.2,31,0,1
0,418,6,2,7.87,18,8.1,31.6,0,0
1,1055,2,1,7.61,29.2,141.9,90.1,0,1
1,1110,0,0,7.8,20.7,45.7,68.1,0,0
0,1001,3,3,7.2,25,255.9,68.9,1,1
0,178,5,3,7.01,26.1,164.8,73.6,0,1
0,736,0,3,8.04,30.2,266.9,67,0,1
0,324,2,3,7.15,37.2,68.4,56.1,0,1
0,213,5,1,8.38,35,107.4,83,0,0
1,4,6,3,7.13,16.8,11.2,43.5,0,1
0,569,2,3,7.27,31.8,531.6,73.1,1,0
1,392,2,3,7.05,42.5,52.7,45,0,0
0,196,0,3,6.76,8.8,16,36.5,0,1
1,1221,2,0,8.47,11.5,16.3,58.8,0,0
1,134,0,2,7.01,24.8,678.6,94.4,0,1
1,7,0,3,7.44,38.6,58.1,51.6,0,1
1,1548,6,2,7.42,35.7,78.9,35.8,0,1
1,1535,3,1,7.92,21.9,8.6,48.5,0,0
0,425,2,2,7.41,33.2,59.3,64.3,0,0
1,343,2,0,8.28,19.4,14.6,36,0,0
1,1229,6,0,7.95,18.3,5.7,56,0,0
0,342,2,1,6.76,24.8,30.6,51.4,0,1
0,239,2,0,7.37,40.7,12.3,26.2,0,0
0,1115,2,1,7.3,33.1,665.9,78.9,0,0
0,508,2,1,7.59,41.7,45.4,53.8,0,0
0,524,0,3,7.19,29,54.2,53,0,1
0,1408,2,3,8.04,37.1,31.2,42.7,0,0
0,894,5,3,7.99,34.1,485,85.1,1,1
0,203,6,1,8.44,34.6,256.3,72.8,0,0
1,260,4,2,7.94,33.3,288.8,75.8,0,0
0,1266,0,1,7.32,28.1,52.1,65.8,0,0
1,706,5,1,7.65,28.8,515.5,82.6,0,1
1,168,2,3,7.28,37.8,15.1,28.1,0,1
0,1401,0,2,7.31,15.1,17.2,56.7,0,0
1,401,2,1,8.05,30,277,78.9,0,0
1,458,2,2,7.39,23.1,41.4,43.1,0,0
1,369,0,2,7.93,22.1,181.9,71.1,0,0
0,826,2,3,7.34,36.2,326.4,74.2,0,1
0,197,2,1,7.01,8.6,7.6,60.6,0,0
1,683,5,2,7.23,33.6,21.1,63.2,0,1
1,1063,6,3,6.77,33.1,612.2,86.7,0,1
0,41,5,3,6.81,27.1,911.1,84.3,1,1
0,357,5,0,6.64,31.7,225.7,94.4,1,1
0,1287,1,3,6.4,38.3,46,39,0,1
0,400,2,2,8.02,41.5,46.8,41,0,0
0,628,3,3,6.02,30.9,646,93.3,0,1
1,98,4,0,8.03,31.7,34.9,59.3,0,0
0,81,2,2,6.84,22.8,18.7,63,0,1
1,690,0,0,7.81,23.7,65.1,57.4,0,0
1,497,6,3,7.19,23.4,63.3,76.9,0,1
0,406,1,0,7.31,38.1,18.4,41.9,0,0
0,1025,0,3,7.27,26.7,20.4,50,1,1
0,1022,6,3,7.17,31.1,71.7,52.1,0,1
1,459,1,3,6.96,45.4,13.3,27.3,0,1
0,586,3,3,6.87,27.4,138,64.7,1,1
0,768,1,3,6.35,35.5,344.1,71.7,0,1
0,603,1,3,6.69,28.6,391.7,83.6,0,1
0,1101,1,3,7.78,39.1,39.2,29.7,0,1
1,295,2,1,8.2,29.7,24,50,0,0
0,88,5,1,7.84,28.2,302.2,83.5,1,1
1,1020,0,3,7.2,29.5,381.3,86.1,0,1
0,639,5,1,7.13,30.1,653.3,92,0,1
0,1199,2,3,6.59,30.7,274.8,73.9,0,1
0,482,1,0,6.84,28,382.6,93.7,0,1
1,99,0,1,8.05,25.6,37.2,57.3,1,0
0,1059,6,3,7.12,26.2,71.6,70.6,0,1
0,899,1,3,8.1,40.1,35.6,29.8,0,1
0,424,1,0,7.27,25.8,526.5,90,0,1
0,416,3,0,7.49,35.2,322.5,69.4,0,1
1,469,0,0,7.08,37.3,35.3,38.7,0,0
1,131,5,3,6.96,29.4,18.8,56.5,1,1
1,249,5,2,7.09,32.3,197.7,68.5,0,0
1,265,3,3,7.86,33.3,442.2,89.9,0,1
1,252,5,0,8.36,42,36,33.9,0,0
1,1248,3,1,7.33,27.3,842.9,82.9,0,1
0,355,2,1,7.85,31.9,31.1,54.3,0,0
0,494,1,3,7.13,29.4,568.9,67.3,0,1
1,160,4,3,6.93,12.3,16.6,45.2,0,1
1,850,0,3,7.57,12.1,25,51.7,0,0
1,767,2,2,8.42,25.5,15.8,54.7,0,0
0,967,6,3,7.23,41,50.9,42.3,0,1
1,259,2,3,7.29,30.7,175.6,75.1,1,1
0,712,1,3,7.11,31.2,34.4,42.5,1,1
0,893,2,0,7.43,31.8,465.9,76.2,0,0
0,313,2,3,6.9,26.2,29,43.4,0,1
0,255,5,3,7.44,32.2,755.6,80.2,0,1
0,204,3,3,6.47,32.3,410.9,85.4,1,1
1,110,0,1,8.31,29,19,64.6,1,0
1,884,0,3,7.06,37.1,421.3,65.9,1,1
1,536,0,3,7.49,30.7,383.5,74.1,0,1
1,415,2,1,8,26.6,44,57.2,0,0
0,422,1,3,6.6,29,386.9,77.6,0,1
0,366,6,1,7.17,33.7,634.3,76.2,0,0
0,303,1,0,7.35,26.5,72.4,77.8,1,0
1,11138,3,0,7.64,27.2,21.7,41.8,1,1
0,166,0,0,7.57,31,196.9,90.6,0,0
0,70,2,2,7.3,25.9,32.8,71.8,1,0
1,266,1,3,7.68,29.8,43.2,63.2,0,1
1,375,1,3,6.14,44.6,38.9,48.6,0,1
0,48,2,1,6.83,26.4,921.2,90.7,0,0
0,974,5,3,6.4,28.4,52,58.6,1,1
0,701,0,0,7.27,31.8,192.9,78.9,0,1
1,258,0,3,7.96,30.3,48.3,57.9,0,1
1,1033,2,0,7.22,46.7,44.7,31.8,0,0
0,122,0,2,6.95,36.3,269,69.5,1,0
0,430,5,2,7.95,34.9,34.3,41.4,0,0
0,382,3,3,6.78,36.1,16.6,40.6,0,1
1,787,2,1,7.49,20,21.9,45.2,0,0
0,116,2,2,7.74,13.3,8.2,62.1,0,1
0,8460,6,1,8.3,35.5,26.3,40.5,0,0
1,10082,1,2,7.13,47.4,49.2,35.7,0,0
0,206,5,2,7.05,30,601.8,77.5,0,1
0,966,0,1,7.22,31.6,732.4,83.7,0,1
0,65,2,3,7.2,35,103.3,61.5,0,1
0,342,2,3,7.17,28.1,163.2,69.3,0,1
1,411,1,1,8.2,29.9,420.1,90.1,0,0
1,444,0,2,6.04,30.4,421.5,81.3,1,1
1,360,0,1,8.28,25.2,64.6,75.1,0,0
0,109,0,3,6.46,25.1,961.7,92.8,0,1
0,471,2,3,6.78,17.1,20.3,59,0,1
0,295,0,1,7.46,26.4,250.2,80.8,0,0
0,477,1,3,7.58,29,52.7,59.3,1,1
1,524,2,1,8.18,11.3,5.8,55.5,0,0
1,435,1,3,8.22,39.1,70.1,60.5,0,0
1,1479,3,0,7.43,31.2,211.8,67.2,1,1
0,58,2,1,6.71,10.4,9.8,58.6,0,1
1,264,0,3,6.76,31.8,750.1,96.1,0,1
0,479,3,1,6.99,23.4,60,56.6,0,0
0,769,2,3,7.45,31.4,28.2,51.7,0,1
0,1756,5,1,7.64,29.7,427.7,86.9,0,0
1,540,5,1,7.72,20.7,44.8,62.5,0,0
0,310,4,3,7.48,32.9,194.2,70.2,0,1
1,366,0,2,8.18,18.2,24.9,57.8,0,0
1,344,5,0,6.6,20.1,19,52.7,0,1
1,250,3,1,7.27,29,194.4,93.6,1,1
1,742,5,3,7.44,28.5,409,91.3,0,1
1,340,2,3,8.02,20.5,28.8,57.6,0,0
0,540,3,3,6.58,16.6,10.8,47.7,0,1
1,435,0,0,7.62,31.6,71.1,40.8,0,0
1,131,1,2,7.29,27.2,891.6,84.9,0,1
1,378,5,0,7.75,10.9,23.1,45.2,0,0
0,441,3,1,7.42,11.8,19.6,40.4,0,0
0,514,0,2,7.48,26.7,28,47.6,0,0
0,181,2,3,7.18,29.4,24.2,57.2,1,1
0,649,5,3,6.45,37.4,212.6,79.8,0,1
0,208,3,0,7.8,35.9,351,80.5,1,1
0,705,3,3,7.58,20.3,36.6,54.2,0,1
1,332,6,1,8.36,45.7,28.7,25.6,0,0
1,1100,0,0,6.82,42.7,45.7,40,0,1
1,10765,6,3,7.76,29,432.1,65.1,1,1
0,649,3,1,7.21,33.6,147.9,85.7,1,0
0,289,6,3,7.31,32,260.1,86.6,0,1
0,328,0,2,7.59,37.2,52.5,53.1,0,0
0,266,0,3,7.74,19.5,10,55.6,0,1
0,268,5,3,6.81,37.6,392.9,72.1,0,1
0,237,2,1,8.42,14.6,8.6,59.5,0,0
0,797,1,0,7.18,26.1,370.5,74.9,0,1
1,925,2,2,7.11,28.7,260.9,86.5,0,0
0,354,5,3,6.78,27.6,264.5,89,0,1
0,633,5,3,6.85,30.5,686.3,85.2,0,1
0,874,3,3,7.48,29.1,22.2,62.7,0,1
0,235,4,3,7.26,37.3,256.4,72.9,0,1
0,444,5,2,6.5,31.2,428.1,70.9,0,1
0,231,4,1,6.93,47.2,37.8,35.7,0,1
0,319,3,3,7.88,37.2,17,30.1,0,1
1,58,0,2,7.09,30.4,48.9,53.6,0,0
0,11794,3,3,6.55,34.4,340.6,67.7,1,1
1,796,2,0,7.7,46.3,28.3,33.1,0,0
0,1441,3,3,7.55,13.5,11,41.6,0,1
1,1147,2,1,8.14,15,29.1,40.6,0,0
1,421,1,3,6.55,30.9,480.5,67.5,1,1
0,1374,5,2,7.21,28.8,495.9,84.6,0,1
0,1502,1,3,7.59,32.3,689.4,97.6,1,1
1,666,3,3,7,27,455.9,70.6,0,1
1,544,6,3,7.07,34.4,658.3,83.7,0,1
1,435,0,2,7.13,19.7,95.2,74.5,0,1
1,213,6,2,7.19,31.7,77.6,61.5,0,0
1,455,1,3,7.91,22.7,32.1,50.4,0,1
1,39,2,0,7.93,16.7,16,48.9,0,0
0,791,5,3,7.04,32,220.2,77.9,1,1
0,1696,1,3,7.67,26.3,67,62.7,0,1
1,365,1,3,7.75,31.7,744.2,83.5,0,1
1,1070,1,3,7.42,32.1,540.8,79.9,1,1
0,421,6,1,7.45,29.9,27.7,47.6,0,0
1,244,1,1,7.13,33.2,72.4,45.9,0,1
1,268,4,1,7.07,10.1,19.7,50.8,0,0
0,202,0,3,6.54,35,429.6,91,1,1
1,263,4,3,6.72,26.2,124.5,67.4,0,1
0,370,3,3,7.01,29.6,49.2,61.7,0,1
0,196,1,2,7.76,27.7,41.9,64.5,0,0
0,412,1,3,7.4,27.8,282.3,85.5,0,1
1,171,6,3,7.13,28.1,672.5,93.4,0,0
0,496,2,3,6.71,31.2,759.9,86.4,0,1
1,765,5,3,7.38,45.1,35.5,26.5,0,1
1,108,0,0,7.07,17.7,8,45,0,0
0,648,5,3,7.8,30.8,143.2,68.7,0,1
0,385,0,2,8.14,28.6,36.7,47.4,0,0
1,785,6,3,7.09,10.2,17.9,58.2,0,1
0,369,2,2,7.11,23.5,52.7,64.6,0,0
0,518,1,3,7.1,15.1,6,31.3,0,1
0,552,2,1,8.24,46,15.7,45,0,0
0,1360,6,3,7.87,23.1,77,64.1,1,1
0,331,0,0,8.04,22.2,114.7,66.6,0,0
0,268,3,0,7.35,36.7,123.3,77.7,0,1
1,469,4,0,7.38,27,53.1,46.4,0,0
1,656,2,2,7.35,35.7,158.1,91.7,0,0
1,580,0,0,7.65,37.8,67,52.8,0,0
0,1378,1,3,8.12,35,419.2,85.2,0,1
0,347,3,2,7.42,45,18.6,37.8,0,1
1,328,2,1,8.5,36.9,39.9,53.7,0,0
0,635,5,3,6.6,34,555.2,81.9,0,1
1,380,0,3,7.89,26.6,314.1,82.3,0,0
1,420,3,2,7.16,32.2,748.4,82,0,1
0,125,5,3,7.5,23.3,65.4,59.5,0,1
1,718,3,3,7.63,25.8,229.7,67.5,0,1
1,406,2,2,7.33,25.3,16.5,56.2,0,0
1,705,1,3,7.16,44.7,27.3,27.8,0,1
0,400,4,3,7.74,31.2,366.7,70.5,1,1
1,323,0,1,7.79,19.8,60.6,65.5,0,0
0,870,6,2,7.37,8.7,28.1,38.6,0,1
1,449,2,1,7.13,33.5,64.5,59.6,0,0
0,153,5,3,7.8,22.3,78.7,69.8,0,1
0,369,5,3,7.05,33.6,419.2,81.8,0,1
1,453,3,1,8.1,27.2,33.6,62.2,0,1
1,538,5,3,7.31,33.3,196.9,79.7,0,1
0,241,3,1,7.89,46.5,27.5,46.3,0,0
1,30,1,3,7.24,9.7,6.5,60.2,0,1
0,442,3,2,7.1,36,278.1,90.5,0,1
1,491,1,3,7.04,41.1,11.7,28.2,0,1
0,396,2,0,6.82,25.5,14.5,39.3,0,0
0,231,2,1,8.23,26.9,265.5,64.8,0,0
0,660,3,3,6.32,32.1,418.9,74.3,1,1
1,1465,5,3,8.01,5.3,12.8,49.4,0,1
1,389,2,2,7.29,25.6,18.7,61.2,0,1
0,10867,2,2,6.88,39.9,15.7,35.3,0,0
0,1158,5,3,7.14,32.8,121.4,69.5,0,1
0,377,2,3,6.45,7.7,25.3,47.7,0,1
1,508,2,2,7.08,38.5,30.3,44.8,0,0
0,398,5,1,6.97,33.9,32,48.5,0,1
1,1172,6,0,7.07,14.6,29.1,47.1,0,0
1,468,5,3,6.72,31,261,74,0,1
1,202,0,1,8.47,30.6,127.6,93.2,0,0
0,237,5,2,6.28,30.2,346.9,97.5,0,1
0,686,6,3,6.8,26.5,270.7,92.7,0,1
1,543,3,0,7.1,29.6,672.2,87.8,0,1
0,920,5,3,8.03,30.2,46.6,43.6,0,1
0,93,2,0,6.83,24.2,504,90.9,0,0
1,429,3,2,7.07,33,281.9,76.8,0,1
0,1200,4,3,6.8,42.7,53.5,41.2,0,1
1,186,5,2,6.93,21.9,56.5,65.9,0,0
0,312,3,3,6.47,27.1,278.3,78.3,0,1
1,1017,0,1,7.55,31.7,164.9,64.6,0,0
0,789,5,1,7.33,43.7,35.4,36.5,0,0
0,172,5,3,6.94,14.2,25.1,41.7,0,1
1,1154,2,1,7.16,29.1,109.4,84.8,0,0
0,464,2,0,8.43,15.2,19.1,53,0,0
1,427,1,0,8.12,23.3,71.1,74.4,1,0
0,288,4,3,7.41,31.1,228.9,91.7,0,1
1,398,1,2,8.01,16.7,8.5,46.1,0,1
0,510,3,1,7.68,30.4,37.7,57.8,0,0
0,376,3,3,6.96,30.5,412.9,78.8,0,1
1,452,0,3,7.76,31.8,347.1,81,0,1
0,1353,1,3,6.77,29.2,873.5,90.1,0,1
1,395,2,1,7.4,27.7,6.3,37.1,0,0
1,382,2,3,6.88,35.1,376.6,82,0,0
1,688,2,3,8.09,20.7,25.2,58.9,0,0
1,206,2,2,7.66,21,22.4,49.5,0,0
0,218,5,3,7.37,34.7,315.6,94.2,1,1
1,295,1,1,8.48,28.5,16.1,52.9,1,0
0,40,5,2,7.08,15.6,9.8,51.6,0,1
0,327,5,3,6.54,25.1,49.2,58.8,0,1
0,255,5,3,6.7,32.6,598.5,92.9,0,1
0,1353,2,1,8.16,29.9,384.8,81.4,1,0
0,199,0,2,7.64,39,13.1,51.7,0,1
0,113,3,2,7.62,20.4,14.1,43.3,0,1
1,326,2,3,6.67,41.4,17.6,27.4,0,1
0,1308,3,3,7.35,27.2,256.3,92.9,0,1
0,915,2,3,7.38,42.8,14,32.3,0,1
1,772,5,3,6.81,33.4,208.9,88.9,0,1
1,8129,2,3,7.21,36,152.5,87.6,1,1
1,338,0,0,8.2,30.7,82.6,81.9,1,1
0,492,1,1,7.17,21.2,80.8,59.3,1,0
0,1175,5,1,7.3,35.3,48.8,38.5,0,0
1,564,3,3,8.13,24.2,50,49.8,0,0
1,429,5,3,6.55,34.8,661.5,79.5,0,1
0,336,5,3,6.78,29.3,967.1,80.8,1,1
0,232,1,3,6.83,34.1,523.4,74.2,0,1
1,466,2,1,6.85,28.2,362.9,93.7,0,0
0,10673,0,1,6.59,32.1,211.9,79.8,0,1
0,171,6,3,6.69,19.3,10,37.1,0,1
0,277,2,1,8.23,33.1,262.4,89.6,0,0
1,187,4,2,7.42,32.5,93.9,57.7,0,0
1,459,0,2,7.03,25.7,37.1,48.8,0,1
1,150,2,2,8.05,16.1,7.7,51.9,0,0
0,1171,5,3,6.48,32,467.6,87.7,1,1
0,384,2,3,7.56,32.5,420.3,84.7,0,1
0,734,1,3,6.89,23.5,39.2,43.6,0,1
1,887,0,1,7.19,26,178.9,91.5,0,0
0,1036,6,3,7.46,39.1,23.4,25.2,0,1
0,553,5,0,7.51,23,27.8,65.8,0,0
0,208,5,3,6.14,30,685.1,87.3,0,1
1,398,3,2,7.27,18.3,5.3,33.9,0,0
1,177,2,1,7.71,5.8,13.1,46.5,0,0
1,190,0,1,7.57,15.2,5.9,42.6,0,0
1,309,2,0,8.2,27.4,126.8,68.7,0,0
1,537,6,1,6.94,32.9,33.5,52.6,1,0
1,749,0,1,7.2,37.6,40.8,44,0,0
0,485,6,3,7.62,27.7,36.5,62.3,0,1
1,250,2,1,7.43,48,31.7,41.9,0,0
0,385,2,0,7.15,34.7,129.3,75.8,0,1
1,1643,1,3,6.87,30.5,788,81.7,1,1
0,899,2,3,6.82,30.4,602.3,92.8,0,1
1,412,5,3,7.04,26.5,844.8,93,0,1
1,113,3,3,7.63,32.1,95.9,65.3,0,1
1,240,6,3,6.45,27.4,379.5,93.2,0,1
0,8,6,3,7.33,46.2,23.7,42,0,1
0,741,0,1,7.86,34.3,301.3,76.6,1,0
1,427,3,1,7.57,24.5,31.5,53.3,0,0
1,439,1,0,7.53,45.3,5.6,47,0,1
1,6,2,3,7.99,44.4,55.8,44.6,0,0
0,345,1,3,6.5,33.7,772.5,96.2,0,1
1,937,2,1,7.57,15.8,6.4,53.8,0,1
0,751,2,2,8.06,29.9,201.7,71.6,1,0
0,499,2,0,6.98,32.8,19.7,51,1,0
0,525,2,1,7.68,31.1,134.1,77.7,0,0
0,862,5,0,7.08,46.4,12.5,43.6,0,1
0,42,1,3,7.37,18.5,94.1,66.6,0,1
0,1485,5,2,7.3,31.1,180.2,88,0,1
0,1638,0,3,7.3,38.7,79.5,59.6,0,0
0,303,3,3,6.83,35.2,111,84.6,0,1
1,600,1,3,7.01,38.7,59.9,27.3,0,1
0,987,1,3,7.65,30.7,307.9,89.1,0,1
1,427,0,2,7.79,32.1,268.1,82.2,0,0
0,753,5,1,7.41,27.7,42.2,43.5,0,1
0,356,1,1,7.63,29.2,200.3,85.6,0,0
1,699,4,3,6.64,35.7,53.9,61.7,0,1
1,8657,5,3,7.7,40.5,52,25.9,0,1
1,413,5,3,7.03,30.1,101,89.4,0,1
0,15,1,2,7.39,28.9,478.1,85.6,0,1
0,286,2,0,6.87,33.8,421.2,72.1,0,0
0,279,2,3,7.02,18.9,18.7,50.7,0,0
0,494,6,3,7.54,28,364.2,93.7,0,1
0,556,5,1,7.19,31.9,296.9,66.8,0,1
1,200,0,3,6.79,37.7,598.6,80.5,0,1
1,293,2,1,6.91,30.2,21.2,46.9,0,0
1,427,2,1,8.43,23.3,25.2,69.9,1,0
1,102,2,1,7.86,35.6,142.7,83.4,0,0
0,1069,3,3,7.57,28.3,64.1,50.8,1,1
1,63,5,3,6.72,29.5,189.3,92.1,1,1
0,328,3,3,7.24,16.5,11.9,35.8,0,0
1,367,4,3,6.54,35.3,33.8,42.7,0,1
0,431,2,1,7.59,31.9,689.6,87.9,0,0
1,572,2,1,7.1,28.7,680,84.5,0,0
0,601,0,2,7.43,15.7,18.7,32.4,0,0
0,1052,0,3,7.67,15.4,8.8,31.9,0,0
0,1364,3,3,7.44,11.9,5.7,38.9,0,1
1,437,0,2,8.35,22.1,5.7,52.1,0,0
0,482,2,3,6.73,27.8,78.3,64.9,1,1
0,341,0,2,8.45,27.9,191.5,79.5,0,0
1,452,1,0,7.3,25.4,685.7,94.2,0,1
0,11183,3,3,7.48,11.7,15.7,39.6,0,0
1,153,4,0,7.83,34.4,186.6,65.4,0,0
0,672,1,3,6.62,27.5,276.7,86.4,0,1
0,442,2,3,6.65,12.3,24.2,58.5,0,1
0,46,5,3,6.26,32.5,140.5,61.2,0,1
0,205,5,1,7.86,22.9,30.7,55.1,1,0
1,365,6,2,7.06,15.2,9.6,46.3,0,0
0,785,3,2,7.37,28,44.4,40.6,1,1
1,159,0,0,7.04,28.4,184.4,75.4,0,0
1,339,2,3,7.39,34.2,271.1,93.7,1,0
1,46,2,1,7.77,28.9,701.5,90.6,0,0
0,354,0,1,6.81,29.3,237.8,79.9,1,0
1,595,0,1,8.18,26.9,182.6,61.7,0,0
0,426,1,1,7.37,31.9,62.2,64.3,0,0
0,426,1,3,6.7,34.8,352.8,73.1,1,1
0,416,1,2,7.3,35.8,28.1,30.9,0,0
1,1009,3,3,6.91,32.2,181.5,79.9,0,1
0,321,3,1,7,22.6,21.4,60.4,1,0
0,546,4,0,7.38,26.5,417.7,88.8,0,0
0,270,0,2,7.95,41.7,29.9,33.5,0,0
1,285,5,3,6.63,29.2,45.3,57,0,1
0,86,2,3,7.18,32.6,176,72.8,0,1
1,479,0,1,6.75,30.1,302.5,66.3,1,1
0,227,2,1,7.12,33.6,147.2,93.7,0,0
1,718,3,1,7.74,27.5,572.5,90.4,0,0
0,376,5,3,6.52,31.4,399.7,78.6,1,1
0,104,3,3,6.65,20,45.8,41.2,0,1
0,737,5,3,8.28,43.3,34.8,51.1,0,0
0,298,5,3,7.43,31.4,30.5,51.6,0,1
0,749,3,3,6.99,39.1,21,50.5,0,1
0,713,5,3,7.91,13.8,27,44.1,0,1
1,406,0,1,7.05,25.1,386.7,88.7,1,0
0,431,3,3,6.63,32,347.4,91.4,0,1
0,822,4,1,8.15,39,66.7,43.1,0,0
0,101,6,2,7.61,25.2,44.7,78.5,1,1
1,739,3,3,7.92,28.1,289.8,82.8,0,1
1,199,2,0,7.3,13.8,26.3,36.8,0,0
0,1498,2,1,6.97,37.5,348.1,85,0,0
0,313,0,3,7.06,45.1,27.7,52.5,0,1
0,265,2,1,8.05,32.1,33.1,61.9,0,0
1,306,0,1,7.95,45.7,39.3,32.5,0,0
1,243,0,1,8.05,19.5,11.6,49.1,0,0
0,283,1,2,6.78,35.3,17.4,33.5,0,1
1,328,5,3,7.92,28.6,237.2,67.8,0,1
1,697,5,3,8,31.9,228.7,89.4,1,1
1,125,2,0,8.49,28.3,41.9,59.4,0,0
0,212,4,2,7.39,30.3,30.4,46.1,1,0
0,181,1,3,7.96,23.9,798.9,96.5,0,1
0,360,5,3,6.4,18.9,71.9,68.4,1,1
0,825,5,3,7.23,47.3,30.5,38,0,1
0,924,2,2,6.98,25.9,398.9,82.9,1,1
1,648,2,2,6.99,30.6,460.9,68.7,1,0
0,519,3,3,6.42,26.3,590.6,85.5,1,1
0,583,0,0,7.11,23.4,14.3,37,0,0
0,326,5,3,7.35,26.7,506.2,90.9,0,1
0,314,4,1,8.01,30.3,26.1,57.8,0,0
0,396,6,1,8.42,29.9,377.1,87,0,0
1,583,5,3,6.54,32.8,37.9,56.9,0,1
0,108,0,1,8.06,24,10.5,41.5,0,0
1,457,2,1,7.32,19.2,7.1,47.3,0,0
0,584,2,3,7.39,28.5,161.6,73.8,0,0
0,414,5,3,7.45,27.4,45.9,62.3,0,1
0,921,2,3,6.67,29.8,475.1,78.9,0,1
0,295,4,2,6.79,34.6,377.6,86.6,1,1
0,11857,2,1,8.01,9.1,22.9,53.3,0,0
0,312,5,3,7.84,36.5,15.4,24.8,0,1
1,980,5,0,8.42,42.7,40.9,47.3,0,0
1,458,1,3,6.9,33.7,643.8,82.5,0,1
1,1272,2,2,7.27,45.1,17.1,44.2,0,0
1,1178,5,3,6.36,28.6,311.7,68.1,0,1
0,522,5,3,6.62,26.4,178,88.3,0,1
1,559,2,2,7.88,28.3,731.6,88.6,0,1
1,1067,5,2,7.5,29.8,281.1,83.5,0,0
0,1256,0,2,7.28,6.4,15.2,51.3,0,0
1,624,1,3,7.71,33.9,641.1,74.7,0,1
0,118,1,3,7.95,31.9,368.6,94.5,1,1
1,465,2,1,7.78,31.7,544.6,77.1,0,0
1,9411,1,3,6.59,29.7,39.8,57.5,0,1
1,801,5,1,7.71,11.8,19.1,46.9,0,1
0,658,5,1,8.02,37.5,45.3,40.6,0,0
